Nama Sekolah,Alamat,Daerah,Kota,Jenis Sekolah,Tipe Sekolah,Kurikulum,Anggaran SPP (Rp),Biaya Masuk (Rp),Bahasa Pengantar,Akreditasi,Fasilitas,Ekskul,Pendidikan Agama,Prestasi,Transportasi,No Telepon,content,score,Website
SMA Nusantara 220,Jl. Sudirman No.25,Kebon Jeruk,Jakarta Barat,SMA,Nasional Plus,Cambridge,2743352,1999124,Bahasa Inggris,A,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Tidak Ada,Olimpiade Matematika,Tidak Ada,031-8765432,"denpasar jawa timur sma nasional plus a lab komputer, perpustakaan, lapangan pencak silat, kir tidak ada 2743352 1999124",0.06924047,www.smanusantara220.sch.id
SMP Pelita Ilmu 259,Jl. Gatot Subroto No.15,Kelapa Gading,Jakarta Utara,SMP,Nasional Plus,Cambridge,2715277,15089119,Bahasa Indonesia,C,"Kolam Renang, Aula","Pencak Silat, KIR",Kristen,Olimpiade Matematika,Antar Jemput Pribadi,0274-998877,"bandung dki jakarta sma nasional plus c kolam renang, aula pencak silat, kir kristen 2715277 15089119",0.062183686,www.smppelitailmu259.sch.id
Sekolah Harapan Bangsa 65,Jl. Merdeka No.10,Kelapa Dua,Jakarta Barat,SMA,Nasional,IB,761437,18345985,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Budha,Olimpiade Matematika,Antar Jemput Pribadi,0274-998877,"surabaya bali tk nasional b lab komputer, perpustakaan, lapangan futsal, tari, robotik budha 761437 18345985",0.050850336,www.sekolahharapanbangsa65.sch.id
SMP Pelita Ilmu 259,Jl. Merdeka No.10,Cempaka Putih,Jakarta Pusat,SMP,Nasional Plus,Cambridge,1073443,19945698,Bahasa Indonesia,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Kristen,Debat Nasional,Bus Sekolah,0361-556677,"yogyakarta bali smp nasional plus a kolam renang, aula futsal, tari, robotik kristen 1073443 19945698",0,www.smppelitailmu259.sch.id
SMA Nusantara 237,Jl. Mawar No.2,Cilandak,Jakarta Selatan,SMA,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Antar Jemput Pribadi,031-8765432,"denpasar jawa barat sma negeri b lab komputer, perpustakaan, lapangan basket, pramuka, musik islam 1561109 14121175",0.134807075,www.smanusantara237.sch.id
TK Ceria 108,Jl. Raya Ujung,Pesanggrahan,Jakarta Selatan,TK,Internasional,Cambridge,1705626,4109326,Mandarin,B,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Olimpiade Matematika,Antar Jemput Pribadi,022-7654321,"jakarta selatan di yogyakarta smp internasional b kolam renang, aula basket, pramuka, musik islam 1705626 4109326",0.07859089,www.tkceria108.sch.id
Sekolah Harapan Bangsa 178,Jl. Merdeka No.10,Sawah Besar,Jakarta Pusat,TK,Internasional,Cambridge,1092873,5529533,Bahasa Inggris,A,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Tidak Ada,Debat Nasional,Tidak Ada,022-7654321,"denpasar dki jakarta sd internasional a lab komputer, perpustakaan, lapangan pencak silat, kir tidak ada 1092873 5529533",0.089134813,www.sekolahharapanbangsa178.sch.id
SD Bintang Timur 261,Jl. Raya Ujung,Pantai Indah Kapuk,Jakarta Utara,SD,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Bus Sekolah,031-8765432,"yogyakarta dki jakarta tk negeri b lab komputer, perpustakaan, lapangan basket, pramuka, musik katolik 604783 10045770",0.125674587,www.sdbintangtimur261.sch.id
SMP Pelita Ilmu 43,Jl. Raya Ujung,Pademangan,Jakarta Utara,SMP,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Bus Sekolah,022-7654321,"yogyakarta jawa barat smp negeri b ruang musik, ruang seni basket, pramuka, musik katolik 901616 8004506",0.032836955,www.smppelitailmu43.sch.id
TK Ceria 24,Jl. Gatot Subroto No.15,Gambir,Jakarta Pusat,TK,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,A,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Olimpiade Matematika,Antar Jemput Pribadi,031-8765432,"bandung di yogyakarta sma negeri a ruang musik, ruang seni basket, pramuka, musik kristen 1846305 17057925",0.053175005,www.tkceria24.sch.id
SMP Pelita Ilmu 196,Jl. Sudirman No.25,Grogol Petamburan,Jakarta Barat,SMP,Nasional Plus,IB,540412,824237,Mandarin,A,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Juara 1 OSN,Tidak Ada,021-1234567,"surabaya jawa timur tk nasional plus a kolam renang, aula pencak silat, kir islam 540412 824237",0.029333623,www.smppelitailmu196.sch.id
SD Bintang Timur 251,Jl. Mawar No.2,Kebayoran Lama,Jakarta Selatan,SD,Internasional,Cambridge,424300,8403641,Bahasa Inggris,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Hindu,Debat Nasional,Tidak Ada,0361-556677,"yogyakarta jawa timur sd internasional a kolam renang, aula futsal, tari, robotik hindu 424300 8403641",0,www.sdbintangtimur251.sch.id
TK Ceria 261,Jl. Gatot Subroto No.15,Kalideres,Jakarta Barat,TK,Internasional,Cambridge,2033813,9737760,Bahasa Inggris,A,"Kolam Renang, Aula","Basket, Pramuka, Musik",Kristen,Debat Nasional,Bus Sekolah,031-8765432,"yogyakarta jawa barat smp internasional a kolam renang, aula basket, pramuka, musik kristen 2033813 9737760",0.034278517,www.tkceria261.sch.id
SMA Nusantara 183,Jl. Sudirman No.25,Pesanggrahan,Jakarta Selatan,SMA,Nasional Plus,IB,1555922,3663955,Mandarin,B,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Hindu,Lomba Tari Provinsi,Antar Jemput Pribadi,0361-556677,"yogyakarta bali tk nasional plus b lab komputer, perpustakaan, lapangan futsal, tari, robotik hindu 1555922 3663955",0.050406893,www.smanusantara183.sch.id
TK Ceria 193,Jl. Gatot Subroto No.15,Cilandak,Jakarta Selatan,TK,Nasional,Kurikulum 2013,529846,4613552,Bahasa Inggris,B,"Kolam Renang, Aula","Pencak Silat, KIR",Kristen,Juara 1 OSN,Tidak Ada,0361-556677,"yogyakarta jawa barat sma nasional b kolam renang, aula pencak silat, kir kristen 529846 4613552",0.021798557,www.tkceria193.sch.id
Sekolah Harapan Bangsa 275,Jl. Sudirman No.25,Pulo Gadung,Jakarta Timur,SMP,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,B,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Lomba Tari Provinsi,Bus Sekolah,0274-998877,"surabaya bali smp negeri b kolam renang, aula basket, pramuka, musik kristen 105660 2668315",0.034364344,www.sekolahharapanbangsa275.sch.id
SD Bintang Timur 136,Jl. Raya Ujung,Ciracas,Jakarta Timur,SD,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Islam,Lomba Tari Provinsi,Antar Jemput Pribadi,0361-556677,"bandung di yogyakarta tk negeri b ruang musik, ruang seni pencak silat, kir budha 1152917 1705580",0,www.sdbintangtimur136.sch.id
Sekolah Harapan Bangsa 273,Jl. Merdeka No.10,Cilincing,Jakarta Utara,TK,Nasional Plus,Kurikulum Merdeka,168979,6094511,Jepang,A,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Kristen,Debat Nasional,Tidak Ada,0361-556677,"bandung bali sma nasional plus a ruang musik, ruang seni pencak silat, kir kristen 168979 6094511",0.020888904,www.sekolahharapanbangsa273.sch.id
Sekolah Harapan Bangsa 90,Jl. Merdeka No.10,Cakung,Jakarta Timur,SD,Nasional,IB,1381902,11575435,Jepang,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Bus Sekolah,022-7654321,"jakarta selatan dki jakarta sd nasional b ruang musik, ruang seni basket, pramuka, musik islam 1381902 11575435",0.113378824,www.sekolahharapanbangsa90.sch.id
SMP Pelita Ilmu 287,Jl. Sudirman No.25,Mampang Prapatan,Jakarta Selatan,SMP,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,C,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Olimpiade Matematika,Tidak Ada,0274-998877,"surabaya bali smp negeri c ruang musik, ruang seni basket, pramuka, musik budha 1628664 15460334",0.032939769,www.smppelitailmu287.sch.id
SMP Pelita Ilmu 42,Jl. Gatot Subroto No.15,Kalideres,Jakarta Barat,SMP,Nasional Plus,Cambridge,2673254,7099828,Bahasa Indonesia,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Kristen,Lomba Tari Provinsi,Tidak Ada,0361-556677,"denpasar dki jakarta tk nasional plus c kolam renang, aula basket, pramuka, musik kristen 2673254 7099828",0.074791992,www.smppelitailmu42.sch.id
SMP Pelita Ilmu 109,Jl. Gatot Subroto No.15,Sawah Besar,Jakarta Pusat,SMP,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Islam,Debat Nasional,Tidak Ada,022-7654321,"bandung dki jakarta smp negeri b lab komputer, perpustakaan, lapangan futsal, tari, robotik tidak ada 2541902 8640446",0.088874249,www.smppelitailmu109.sch.id
TK Ceria 211,Jl. Merdeka No.10,Kembangan,Jakarta Barat,TK,Nasional,Kurikulum 2013,1808268,1068658,Mandarin,B,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Kristen,Debat Nasional,Bus Sekolah,021-1234567,"bandung di yogyakarta tk nasional b ruang musik, ruang seni futsal, tari, robotik kristen 1808268 1068658",0,www.tkceria211.sch.id
SMA Nusantara 89,Jl. Sudirman No.25,Pancoran,Jakarta Selatan,SMA,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,A,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Islam,Debat Nasional,Antar Jemput Pribadi,031-8765432,"denpasar jawa barat sma negeri a lab komputer, perpustakaan, lapangan basket, pramuka, musik katolik 1065762 3334321",0.105341397,www.smanusantara89.sch.id
Sekolah Harapan Bangsa 171,Jl. Gatot Subroto No.15,Cengkareng,Jakarta Barat,SMP,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Olimpiade Matematika,Tidak Ada,022-7654321,"yogyakarta bali tk negeri b ruang musik, ruang seni basket, pramuka, musik tidak ada 1273429 3607290",0.032494288,www.sekolahharapanbangsa171.sch.id
SMA Nusantara 54,Jl. Gatot Subroto No.15,Kalideres,Jakarta Barat,SMA,Nasional,Kurikulum 2013,1679434,14638229,Bahasa Inggris,A,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Bus Sekolah,031-8765432,"surabaya bali sma nasional a kolam renang, aula basket, pramuka, musik islam 1679434 14638229",0.087004062,www.smanusantara54.sch.id
TK Ceria 20,Jl. Gatot Subroto No.15,Kalideres,Jakarta Barat,TK,Nasional,IB,1354181,6047619,Jepang,B,"Kolam Renang, Aula","Basket, Pramuka, Musik",Kristen,Juara 1 OSN,Bus Sekolah,021-1234567,"denpasar di yogyakarta smp nasional b kolam renang, aula basket, pramuka, musik kristen 1354181 6047619",0.034182586,www.tkceria20.sch.id
SD Bintang Timur 1,Jl. Merdeka No.10,Kebayoran Baru,Jakarta Selatan,SD,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,C,"Kolam Renang, Aula","Futsal, Tari, Robotik",Islam,Olimpiade Matematika,Tidak Ada,0361-556677,"surabaya jawa barat smp negeri c kolam renang, aula futsal, tari, robotik kristen 306293 16122639",0,www.sdbintangtimur1.sch.id
SD Bintang Timur 222,Jl. Gatot Subroto No.15,Kramat Jati,Jakarta Timur,SD,Internasional,IB,2026676,4929057,Bahasa Inggris,B,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Islam,Olimpiade Matematika,Tidak Ada,0361-556677,"bandung dki jakarta smp internasional b ruang musik, ruang seni pencak silat, kir islam 2026676 4929057",0.068839139,www.sdbintangtimur222.sch.id
TK Ceria 145,Jl. Raya Ujung,Kelapa Dua,Jakarta Barat,TK,Nasional Plus,Kurikulum 2013,382882,7864986,Jepang,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Tidak Ada,Lomba Tari Provinsi,Bus Sekolah,031-8765432,"bandung dki jakarta sd nasional plus a kolam renang, aula futsal, tari, robotik tidak ada 382882 7864986",0.040113087,www.tkceria145.sch.id
TK Ceria 144,Jl. Merdeka No.10,Mampang Prapatan,Jakarta Selatan,TK,Internasional,IB,1932399,13606083,Mandarin,B,"Kolam Renang, Aula","Futsal, Tari, Robotik",Katolik,Juara 1 OSN,Bus Sekolah,022-7654321,"surabaya jawa timur smp internasional b kolam renang, aula futsal, tari, robotik katolik 1932399 13606083",0,www.tkceria144.sch.id
TK Ceria 244,Jl. Merdeka No.10,Johar Baru,Jakarta Pusat,TK,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Islam,Lomba Tari Provinsi,Antar Jemput Pribadi,0361-556677,"denpasar dki jakarta sd negeri a kolam renang, aula futsal, tari, robotik budha 2092363 17814396",0.041319449,www.tkceria244.sch.id
TK Ceria 18,Jl. Mawar No.2,Johar Baru,Jakarta Pusat,TK,Nasional Plus,Kurikulum Merdeka,1172230,11233543,Jepang,A,"Kolam Renang, Aula","Pencak Silat, KIR",Budha,Juara 1 OSN,Bus Sekolah,0361-556677,"denpasar dki jakarta tk nasional plus a kolam renang, aula pencak silat, kir budha 1172230 11233543",0.040942221,www.tkceria18.sch.id
Sekolah Harapan Bangsa 294,Jl. Gatot Subroto No.15,Ciracas,Jakarta Timur,SMA,Internasional,Cambridge,2015207,15829967,Bahasa Inggris,A,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Katolik,Lomba Tari Provinsi,Tidak Ada,031-8765432,"surabaya jawa barat sma internasional a ruang musik, ruang seni futsal, tari, robotik katolik 2015207 15829967",0.020892994,www.sekolahharapanbangsa294.sch.id
SMP Pelita Ilmu 87,Jl. Raya Ujung,Penjaringan,Jakarta Utara,SMP,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,A,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Islam,Olimpiade Matematika,Tidak Ada,0274-998877,"surabaya dki jakarta sd negeri a ruang musik, ruang seni pencak silat, kir katolik 1657657 6273691",0.040126649,www.smppelitailmu87.sch.id
SMP Pelita Ilmu 116,Jl. Raya Ujung,Mampang Prapatan,Jakarta Selatan,SMP,Nasional,Cambridge,963587,8071298,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Kristen,Debat Nasional,Antar Jemput Pribadi,0274-998877,"jakarta selatan jawa timur sma nasional b ruang musik, ruang seni pencak silat, kir kristen 963587 8071298",0.035902882,www.smppelitailmu116.sch.id
SMA Nusantara 235,Jl. Sudirman No.25,Ciracas,Jakarta Timur,SMA,Internasional,IB,654257,2072185,Bahasa Inggris,A,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Islam,Olimpiade Matematika,Antar Jemput Pribadi,031-8765432,"denpasar jawa barat smp internasional a lab komputer, perpustakaan, lapangan pencak silat, kir islam 654257 2072185",0.079395521,www.smanusantara235.sch.id
SD Bintang Timur 216,Jl. Sudirman No.25,Duren Sawit,Jakarta Timur,SD,Nasional,Kurikulum Merdeka,2733528,9932134,Mandarin,B,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Kristen,Debat Nasional,Tidak Ada,0274-998877,"jakarta selatan jawa timur sma nasional b ruang musik, ruang seni futsal, tari, robotik kristen 2733528 9932134",0.035891125,www.sdbintangtimur216.sch.id
TK Ceria 232,Jl. Raya Ujung,Tanjung Priok,Jakarta Utara,TK,Nasional Plus,IB,400579,13900919,Mandarin,B,"Kolam Renang, Aula","Futsal, Tari, Robotik",Budha,Lomba Tari Provinsi,Tidak Ada,0361-556677,"bandung dki jakarta sd nasional plus b kolam renang, aula futsal, tari, robotik budha 400579 13900919",0.040940377,www.tkceria232.sch.id
Sekolah Harapan Bangsa 181,Jl. Raya Ujung,Pasar Rebo,Jakarta Timur,SMP,Internasional,Cambridge,2230002,2647235,Bahasa Inggris,C,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Islam,Debat Nasional,Bus Sekolah,0361-556677,"jakarta selatan dki jakarta tk internasional c ruang musik, ruang seni futsal, tari, robotik islam 2230002 2647235",0.081571674,www.sekolahharapanbangsa181.sch.id
TK Ceria 134,Jl. Raya Ujung,Tambora,Jakarta Barat,TK,Nasional Plus,Cambridge,1135211,1580481,Jepang,C,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Hindu,Lomba Tari Provinsi,Antar Jemput Pribadi,0361-556677,"yogyakarta jawa barat sd nasional plus c lab komputer, perpustakaan, lapangan basket, pramuka, musik hindu 1135211 1580481",0.083846285,www.tkceria134.sch.id
TK Ceria 13,Jl. Sudirman No.25,Jagakarsa,Jakarta Selatan,TK,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,A,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Islam,Juara 1 OSN,Bus Sekolah,021-1234567,"surabaya jawa barat sma negeri a lab komputer, perpustakaan, lapangan pencak silat, kir kristen 2614715 18622198",0.071257355,www.tkceria13.sch.id
SD Bintang Timur 77,Jl. Mawar No.2,Kemayoran,Jakarta Pusat,SD,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Islam,Olimpiade Matematika,Bus Sekolah,031-8765432,"jakarta selatan di yogyakarta sma negeri b lab komputer, perpustakaan, lapangan pencak silat, kir kristen 1535228 11621765",0.085650534,www.sdbintangtimur77.sch.id
TK Ceria 34,Jl. Mawar No.2,Cilincing,Jakarta Utara,TK,Nasional Plus,Cambridge,824880,11055635,Jepang,C,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Kristen,Olimpiade Matematika,Antar Jemput Pribadi,0274-998877,"denpasar bali sma nasional plus c ruang musik, ruang seni futsal, tari, robotik kristen 824880 11055635",0.020901462,www.tkceria34.sch.id
TK Ceria 297,Jl. Sudirman No.25,Tambora,Jakarta Barat,TK,Nasional Plus,IB,2170546,4530531,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Tidak Ada,Lomba Tari Provinsi,Tidak Ada,022-7654321,"bandung di yogyakarta sd nasional plus b lab komputer, perpustakaan, lapangan futsal, tari, robotik tidak ada 2170546 4530531",0.048529531,www.tkceria297.sch.id
SMA Nusantara 280,Jl. Merdeka No.10,Kembangan,Jakarta Barat,SMA,Nasional Plus,IB,212200,1797245,Jepang,C,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Budha,Olimpiade Matematika,Tidak Ada,022-7654321,"denpasar bali tk nasional plus c lab komputer, perpustakaan, lapangan basket, pramuka, musik budha 212200 1797245",0.084054512,www.smanusantara280.sch.id
TK Ceria 167,Jl. Gatot Subroto No.15,Cilandak,Jakarta Selatan,TK,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Islam,Lomba Tari Provinsi,Antar Jemput Pribadi,0274-998877,"surabaya jawa timur sd negeri b lab komputer, perpustakaan, lapangan basket, pramuka, musik hindu 642863 8527643",0.083817345,www.tkceria167.sch.id
SMP Pelita Ilmu 278,Jl. Raya Ujung,Pademangan,Jakarta Utara,SMP,Nasional Plus,Cambridge,2096483,10576349,Mandarin,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Tidak Ada,Debat Nasional,Antar Jemput Pribadi,0361-556677,"denpasar di yogyakarta tk nasional plus b ruang musik, ruang seni basket, pramuka, musik tidak ada 2096483 10576349",0.031701661,www.smppelitailmu278.sch.id
TK Ceria 104,Jl. Sudirman No.25,Kalideres,Jakarta Barat,TK,Nasional Plus,Kurikulum 2013,1235986,8075880,Mandarin,A,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Debat Nasional,Tidak Ada,031-8765432,"yogyakarta bali smp nasional plus a kolam renang, aula pencak silat, kir islam 1235986 8075880",0.029903766,www.tkceria104.sch.id
Sekolah Harapan Bangsa 138,Jl. Gatot Subroto No.15,Penjaringan,Jakarta Utara,TK,Nasional,Cambridge,2496117,1276715,Bahasa Indonesia,C,"Kolam Renang, Aula","Pencak Silat, KIR",Tidak Ada,Lomba Tari Provinsi,Bus Sekolah,031-8765432,"denpasar di yogyakarta sma nasional c kolam renang, aula pencak silat, kir tidak ada 2496117 1276715",0.021169976,www.sekolahharapanbangsa138.sch.id
TK Ceria 185,Jl. Gatot Subroto No.15,Kemayoran,Jakarta Pusat,TK,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,A,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Olimpiade Matematika,Tidak Ada,0361-556677,"surabaya jawa barat sd negeri a kolam renang, aula pencak silat, kir kristen 230388 8821117",0,www.tkceria185.sch.id
SMA Nusantara 261,Jl. Merdeka No.10,Menteng,Jakarta Pusat,SMA,Internasional,IB,1795268,15037140,Bahasa Inggris,A,"Kolam Renang, Aula","Basket, Pramuka, Musik",Katolik,Debat Nasional,Bus Sekolah,031-8765432,"denpasar jawa barat sd internasional a kolam renang, aula basket, pramuka, musik katolik 1795268 15037140",0.034100998,www.smanusantara261.sch.id
SMA Nusantara 109,Jl. Mawar No.2,Cempaka Putih,Jakarta Pusat,SMA,Nasional Plus,IB,835765,8462169,Bahasa Inggris,A,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Katolik,Juara 1 OSN,Tidak Ada,0274-998877,"yogyakarta jawa barat smp nasional plus a ruang musik, ruang seni futsal, tari, robotik katolik 835765 8462169",0,www.smanusantara109.sch.id
SD Bintang Timur 245,Jl. Raya Ujung,Cengkareng,Jakarta Barat,SD,Nasional,Kurikulum 2013,2821384,8283433,Bahasa Indonesia,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Lomba Tari Provinsi,Bus Sekolah,021-1234567,"surabaya jawa barat sd nasional c kolam renang, aula basket, pramuka, musik islam 2821384 8283433",0.064336028,www.sdbintangtimur245.sch.id
TK Ceria 246,Jl. Gatot Subroto No.15,Duren Sawit,Jakarta Timur,TK,Internasional,Cambridge,1947440,17597897,Bahasa Inggris,B,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Debat Nasional,Tidak Ada,021-1234567,"surabaya di yogyakarta sma internasional b kolam renang, aula basket, pramuka, musik islam 1947440 17597897",0.085364151,www.tkceria246.sch.id
SMP Pelita Ilmu 275,Jl. Raya Ujung,Taman Sari,Jakarta Barat,SMP,Nasional Plus,Kurikulum 2013,668577,1935403,Bahasa Indonesia,C,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Katolik,Debat Nasional,Antar Jemput Pribadi,022-7654321,"denpasar dki jakarta sma nasional plus c lab komputer, perpustakaan, lapangan futsal, tari, robotik katolik 668577 1935403",0.111173533,www.smppelitailmu275.sch.id
Sekolah Harapan Bangsa 136,Jl. Mawar No.2,Cipayung,Jakarta Timur,SD,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,A,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Lomba Tari Provinsi,Tidak Ada,031-8765432,"denpasar dki jakarta sd negeri a ruang musik, ruang seni basket, pramuka, musik tidak ada 1570486 13013227",0.071056421,www.sekolahharapanbangsa136.sch.id
